Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
Associato confermato,SOMMELLA Rosario,M,"""L'Orientale"" di NAPOLI",Scienze Politiche,M-GGR/02,,SCIENZE UMANE E SOCIALI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SORBA Carlotta,F,PADOVA,Lettere e Filosofia,M-STO/04,,STORIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SORBELLO Maria,F,CATANIA,Lettere e Filosofia,M-GGR/01,,SCIENZE UMANISTICHE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,SORCINELLI Paolo,M,BOLOGNA,Lettere e Filosofia,M-STO/04,,"DISCIPLINE STORICHE, ANTROPOLOGICHE E GEOGRAFICHE",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SORELLI Fernanda,F,PADOVA,Lettere e Filosofia,M-STO/01,,STORIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,SORESI Salvatore,M,PADOVA,Psicologia,M-PSI/04,,PSICOLOGIA DELLO SVILUPPO E DELLA SOCIALIZZAZIONE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SORESINA Marco,M,MILANO,Lettere e Filosofia,M-STO/04,,"SCIENZE DELLA STORIA E DELLA DOCUMENTAZIONE STORICA (MEDIOEVO, ETA' MODERNA, ETA' CONTEMPORANEA)",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SORGE Valeria,F,Napoli Federico II,Lettere e Filosofia,M-FIL/06,,FILOSOFIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SORGONI Barbara,F,BOLOGNA,Conservazione dei Beni Culturali,M-DEA/01,,Non disponibile,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SORIANI Stefano,M,"""Ca' Foscari"" VENEZIA",Scienze Matematiche Fisiche e Naturali,M-GGR/01,,ECONOMIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,SORO Giorgio,M,TORINO,Psicologia,M-PSI/06,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SORRENTINI Francesca,F,Napoli Federico II,Economia,M-GGR/02,,"ANALISI DEI PROCESSI ECONOMICO-SOCIALI, LINGUISTICI, PRODUTTIVI E TERRITORIALI",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SORRENTINO Sergio,M,SALERNO,Lettere e Filosofia,M-FIL/03,,"SCIENZE DEL PATRIMONIO CULTURALE(BENI E ATTIVITA' CULTURALI,FILOSOFIA,FONTI E TESTI,TERRITORIO)/DISPAC",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SORU Maria Carmela,F,CAGLIARI,Scienze della Formazione,M-STO/04,,"STUDI STORICI, GEOGRAFICI E ARTISTICI",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SORZIO Paolo,M,TRIESTE,Scienze della Formazione,M-PED/01,,STUDI UMANISTICI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SOSSI Federica,F,BERGAMO,Scienze Umanistiche,M-FIL/04,,"LETTERE, ARTI E MULTIMEDIALITÀ",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,SOVRANO Valeria Anna,F,TRENTO,Scienze Cognitive,M-PSI/02,,SCIENZE DELLA COGNIZIONE E DELLA FORMAZIONE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,SPADAFORA Giuseppe,M,della CALABRIA,Lettere e Filosofia,M-PED/01,,SCIENZE DELL'EDUCAZIONE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,SPADOLINI Bianca,F,ROMA TRE,Scienze della Formazione,M-PED/01,,SCIENZE DELL'EDUCAZIONE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,SPAGNOLETTI Angelantonio,M,BARI,Lettere e Filosofia,M-STO/02,,"FILOSOFIA,LETTERATURA,STORIA E SCIENZE SOCIALI (FLESS)",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SPAGNOLETTI Mario,M,BARI,Scienze Politiche,M-STO/04,,PER LO STUDIO DELLE SOCIETA' MEDITERRANEE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SPAGNOLLI Anna,F,PADOVA,Psicologia,M-PSI/05,,PSICOLOGIA GENERALE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SPAGNOLO Carlo,M,BARI,Lettere e Filosofia,M-STO/04,,"FILOSOFIA,LETTERATURA,STORIA E SCIENZE SOCIALI (FLESS)",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,SPAIRANI Lorenzo,M,PAVIA,Medicina e Chirurgia,M-EDF/02,,MEDICINA SPERIMENTALE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SPALLANZANI Mariafranca,F,BOLOGNA,Lettere e Filosofia,M-FIL/06,,FILOSOFIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SPAMPINATO Rosario,M,CATANIA,Scienze Politiche,M-STO/04,,ANALISI DEI PROCESSI POLITICI SOCIALI ED ISTITUZIONALI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SPANIO Davide,M,"""Ca' Foscari"" VENEZIA",Lettere e Filosofia,M-FIL/01,,FILOSOFIA E BENI CULTURALI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SPEDICATI Adele,F,SALENTO,Lettere e Filosofia,M-FIL/06,,FILOLOGIA CLASSICA E SCIENZE FILOSOFICHE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SPEDICATO Mario Oronzo,M,SALENTO,Lettere e Filosofia,M-STO/02,,STUDI STORICI DAL MEDIOEVO ALL'ETA' CONTEMPORANEA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Straordinario,SPELTINI Giuseppina,F,BOLOGNA,Scienze della Formazione,M-PSI/05,,SCIENZE DELL'EDUCAZIONE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Straordinario,SPERA Vincenzo,M,MOLISE,Scienze Umane e Sociali,M-DEA/01,,"SCIENZE UMANE,STORICHE E SOCIALI",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SPERANZA Anna Maria,F,"ROMA ""La Sapienza""",Psicologia,M-PSI/07,,PSICOLOGIA DINAMICA E CLINICA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore a t.d. (art.1 comma 14 L. 230/05),SPINELLI Angela,F,"ROMA ""Tor Vergata""",Lettere e Filosofia,M-PED/03,,RICERCHE FILOSOFICHE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,SPINELLI Donatella,F,"ROMA ""Foro Italico""",Scienze Motorie,M-PSI/02,,SCIENZE DELLA FORMAZIONE PER LE ATTIVITA MOTORIE E DELLO SPORT,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SPINELLI Emidio,M,"ROMA ""La Sapienza""",Filosofia,M-FIL/07,,FILOSOFIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SPINELLI Gianfranco,M,PIEMONTE ORIENTALE,Economia,M-GGR/02,,STUDI PER L'IMPRESA ED IL TERRITORIO,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,SPINELLI Giorgio,M,"ROMA ""La Sapienza""",Economia,M-GGR/02,,"METODI E MODELLI PER L'ECONOMIA, IL TERRITORIO, LA FINANZA",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SPINETO Natale,M,TORINO,Lettere e Filosofia,M-STO/06,,STUDI STORICI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SPINICCI Paolo,M,MILANO,Lettere e Filosofia,M-FIL/01,,FILOSOFIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SPINOSA Giacinta,F,CASSINO e LAZIO MERIDIONALE,Lettere e Filosofia,M-FIL/06,,SCIENZE UMANISTICHE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SPINOSI Nicola,M,FIRENZE,Scienze della Formazione,M-PSI/01,,Non disponibile,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SPIRITO Livio,M,Napoli Federico II,Lettere e Filosofia,M-PSI/04,,SCIENZE RELAZIONALI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,SPITONI Grazia Fernanda,F,"ROMA ""La Sapienza""",Psicologia,M-PSI/03,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SPORTELLI Francesco,M,BASILICATA,Lettere e Filosofia,M-STO/07,,"SCIENZE STORICHE, LINGUISTICHE ED ANTROPOLOGICHE",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SPOTORNO Mauro,M,GENOVA,Lettere e Filosofia,M-GGR/01,,SCIENZE POLITICHE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,SPRINI Giovanni,M,PALERMO,Scienze della Formazione,M-PSI/01,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SQUARCINA Enrico,M,MILANO-BICOCCA,Scienze della Formazione,M-GGR/01,,SCIENZE UMANE PER LA FORMAZIONE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SQUICCIARINO Nicola,M,FIRENZE,Lettere e Filosofia,M-FIL/04,,PSICOLOGIA GENERALE DEI PROCESSI DI SVILUPPO E SOCIALIZZAZIONE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,SQUILLACCIOTTI Massimo,M,SIENA,Lettere e Filosofia,M-DEA/01,,SCIENZE DELLA COMUNICAZIONE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,STABILE Giorgio,M,"ROMA ""La Sapienza""",Filosofia,M-STO/05,,FILOSOFIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,STABLUM Franca,F,PADOVA,Psicologia,M-PSI/01,,PSICOLOGIA GENERALE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,STACCINI Rita,F,PERUGIA,Lettere e Filosofia,M-STO/09,,SCIENZE STORICHE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,STADERINI Alessandra,F,FIRENZE,Scienze Politiche,M-STO/04,,STUDI SULLO STATO,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,STAME Stefania,F,BOLOGNA,Lettere e Filosofia,M-PSI/01,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,STAMPACCHIA Mauro,M,PISA,Scienze Politiche,M-STO/04,,SCIENZE POLITICHE E SOCIALI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,STANCATI Claudia,F,della CALABRIA,Lettere e Filosofia,M-FIL/05,,FILOSOFIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,STANGHELLINI Giovanni,M,CHIETI-PESCARA,Psicologia,M-PSI/07,,SCIENZE BIOMEDICHE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,STANZIONE Luigi,M,BASILICATA,Lettere e Filosofia,M-GGR/02,,"SCIENZE STORICHE, LINGUISTICHE ED ANTROPOLOGICHE",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,STANZIONE Massimo,M,CASSINO e LAZIO MERIDIONALE,Lettere e Filosofia,M-FIL/02,,FILOLOGIA E STORIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Straordinario,STARA Flavia,F,MACERATA,Scienze della Formazione,M-PED/01,,SCIENZE DELL'EDUCAZIONE E DELLA FORMAZIONE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,STARACE Giovanni,M,Napoli Federico II,Lettere e Filosofia,M-PSI/07,,TEORIE E METODI DELLE SCIENZE UMANE E SOCIALI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,STARNINO Bernardo,M,CASSINO e LAZIO MERIDIONALE,Lettere e Filosofia,M-PED/01,,SCIENZE UMANISTICHE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,STECA Patrizia,F,MILANO-BICOCCA,Psicologia,M-PSI/01,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,STECCO Carla,F,PADOVA,Medicina e Chirurgia,M-EDF/02,,MEDICINA MOLECOLARE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,STEFANILE Cristina,F,FIRENZE,Psicologia,M-PSI/05,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,STEFANUTTI Luca,M,PADOVA,Psicologia,M-PSI/03,,"FILOSOFIA, SOCIOLOGIA, PEDAGOGIA E PSICOLOGIA APPLICATA (FISPPA)",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,STEGAGNO Luciano,M,PADOVA,Psicologia,M-PSI/02,,PSICOLOGIA GENERALE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,STEILA Daniela,F,TORINO,Psicologia,M-FIL/06,,FILOSOFIA E SCIENZE DELL'EDUCAZIONE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,STELLA Aldo,M,Stranieri di PERUGIA,Lingua e Cultura Italiana,M-PSI/01,,CULTURE COMPARATE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,STELLA Amedeo Angelo,M,BARI,Lettere e Filosofia,M-PSI/07,,PSICOLOGIA E SCIENZE PEDAGOGICHE E DIDATTICHE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Straordinario,STELLA Giacomo,M,MODENA e REGGIO EMILIA,Scienze della Formazione,M-PSI/08,,EDUCAZIONE E SCIENZE UMANE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,STOFFELLA Marco,M,VERONA,Lettere e Filosofia,M-STO/01,,"TEMPO, SPAZIO, IMMAGINE, SOCIETA'",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,STOPANI Antonio,M,TORINO,Lettere e Filosofia,M-GGR/01,,"INTERATENEO DI SCIENZE, PROGETTO E POLITICHE DEL TERRITORIO",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,STOPPA Michele,M,TRIESTE,Scienze della Formazione,M-GGR/01,,MATEMATICA E GEOSCIENZE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,STORARI Gian Pietro,M,CAGLIARI,Scienze della Formazione,M-FIL/05,,SCIENZE PEDAGOGICHE E FILOSOFICHE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,STORTI Francesco,M,Napoli Federico II,Lettere e Filosofia,M-STO/01,,DISCIPLINE STORICHE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,STRANO Carmelo,M,CATANIA,Architettura,M-FIL/04,,ARCHITETTURA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,STRAZZERI Maria Vittoria,F,PALERMO,Lettere e Filosofia,M-STO/01,,STUDI STORICI E ARTISTICI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,STREPPARAVA Maria Grazia,F,MILANO-BICOCCA,Medicina e Chirurgia,M-PSI/08,,MEDICINA SPERIMENTALE (DIMS),2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,STRIANO Maura,F,Napoli Federico II,Lettere e Filosofia,M-PED/01,,TEORIE E METODI DELLE SCIENZE UMANE E SOCIALI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,STRIK LIEVERS Lorenzo,M,MILANO-BICOCCA,Scienze della Formazione,M-STO/04,,Non disponibile,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,STROLLO Maria Rosaria,F,Napoli Federico II,Lettere e Filosofia,M-PED/01,,TEORIE E METODI DELLE SCIENZE UMANE E SOCIALI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,STRUMMIELLO Giuseppina,F,BARI,Lettere e Filosofia,M-FIL/01,,"FILOSOFIA,LETTERATURA,STORIA E SCIENZE SOCIALI (FLESS)",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,STUCCHI Natale Adolfo,M,MILANO-BICOCCA,Psicologia,M-PSI/01,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,STUMPO Enrico,M,SIENA,Lettere e Filosofia di Arezzo,M-STO/02,,"SCIENZE STORICO-SOCIALI,FILOSOFICHE E DELLA FORMAZIONE (DISSFF)",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,STUPIA Michele,M,MESSINA,Scienze Politiche,M-STO/04,,"SCIENZE GIURIDICHE, STORICHE E POLITICHE",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,STURANI Maria Luisa,F,TORINO,Lingue e Letterature Straniere,M-GGR/01,,STUDI STORICI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,STURLESE Loris,M,SALENTO,Lettere e Filosofia,M-FIL/08,,FILOLOGIA CLASSICA E SCIENZE FILOSOFICHE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,SULPIZIO Fabio Angelo,M,SALENTO,Scienze della Formazione,M-FIL/06,,FILOSOFIA E SCIENZE SOCIALI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SUPERTI FURGA Isabella,F,MILANO,Scienze Politiche,M-STO/02,,STORIA DELLA SOCIETA' E DELLE ISTITUZIONI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,SURCINELLI Paola,F,BOLOGNA,Medicina e Chirurgia,M-PSI/08,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,SURDICH Francesco,M,GENOVA,Lettere e Filosofia,M-GGR/01,,"SCIENZE DELL'ANTICHITA', DEL MEDIOEVO E GEOGRAFICO AMBIENTALI (DISAM)",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,SURIAN Alessio,M,PADOVA,Scienze della Formazione,M-PED/03,,"FILOSOFIA, SOCIOLOGIA, PEDAGOGIA E PSICOLOGIA APPLICATA (FISPPA)",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Straordinario,SURIAN Luca,M,TRENTO,Scienze Cognitive,M-PSI/04,,SCIENZE DELLA COGNIZIONE E DELLA FORMAZIONE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,SUSI Francesco,M,ROMA TRE,Scienze della Formazione,M-PED/02,,"STUDI DEI PROCESSI FORMATIVI, CULTURALI E INTERCULTURALI NELLA SOCIETA' CONTEMPORANEA",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,SZNURA Franek,M,FIRENZE,Lettere e Filosofia,M-STO/01,,STUDI STORICI E GEOGRAFICI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Straordinario,TABARRONI Andrea,M,UDINE,Lettere e Filosofia,M-FIL/08,,STUDI UMANISTICI (DSTU),2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,TABERINI Annalena,F,"ROMA ""La Sapienza""",Scienze Politiche,M-GGR/02,,ANALISI ECONOMICHE E SOCIALI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,TABONI Pierfranco,M,Urbino Carlo Bo,Scienze della Formazione,M-FIL/06,,SCIENZE DELL'UOMO,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,TABOSSI Patrizia,F,TRIESTE,Psicologia,M-PSI/01,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,TABUSI Massimiliano,M,Stranieri di SIENA,Lingua e Cultura Italiana,M-GGR/01,,SCIENZE UMANE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,TACCHI Francesca,F,FIRENZE,Lettere e Filosofia,M-STO/04,,STUDI STORICI E GEOGRAFICI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,TACCONI Giuseppe,M,VERONA,Scienze della Formazione,M-PED/03,,"FILOSOFIA, PEDAGOGIA E PSICOLOGIA",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,TADDEI Stefano,M,FIRENZE,Psicologia,M-PSI/08,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,TADINI Marcello,M,PIEMONTE ORIENTALE,Economia,M-GGR/02,,STUDI PER L'IMPRESA ED IL TERRITORIO,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,TAESCHNER Traute,F,"ROMA ""La Sapienza""",Psicologia,M-PSI/04,,PSICOLOGIA DINAMICA E CLINICA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,TAFA' Mimma,F,"ROMA ""La Sapienza""",Psicologia,M-PSI/07,,PSICOLOGIA DINAMICA E CLINICA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Straordinario,TAFURI Domenico,M,"""Parthenope"" di NAPOLI",Scienze Motorie,M-EDF/02,,STUDI DELLE ISTITUZIONI E DEI SISTEMI TERRITORIALI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,TAGINI Angela,F,MILANO-BICOCCA,Psicologia,M-PSI/07,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,TAGLIABUE Mariaelena,F,PADOVA,Psicologia,M-PSI/01,,PSICOLOGIA GENERALE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,TAGLIABUE Mauro,M,Cattolica del Sacro Cuore,Lettere e Filosofia,M-STO/07,,"STUDI MEDIOEVALI, UMANISTICI E RINASCIMENTALI",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,TAGLIABUE Semira,F,Cattolica del Sacro Cuore,Psicologia,M-PSI/03,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,TAGLIACOZZO Tamara,F,ROMA TRE,Lettere e Filosofia,M-FIL/03,,FILOSOFIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,TAGLIAFERRI Teodoro,M,Napoli Federico II,Lettere e Filosofia,M-FIL/06,,DISCIPLINE STORICHE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Straordinario,TAGLIAPIETRA Andrea,M,UNISR - San Raffaele,Filosofia,M-FIL/06,,FACOLTA' DI FILOSOFIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,TAGLIAVIA Grazia,F,PALERMO,Lettere e Filosofia,M-FIL/03,,"FIERI-AGLAIA, FILOSOFIA, FILOLOGIA, ARTI, STORIA, CRITICA DEI SAPERI",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,TALAMO Alessandra,F,"ROMA ""La Sapienza""",Psicologia,M-PSI/05,,PSICOLOGIA DEI PROCESSI DI SVILUPPO E SOCIALIZZAZIONE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,TALIA Italo,M,Napoli Federico II,Scienze Politiche,M-GGR/02,,ANALISI DELLE DINAMICHE TERRITORIALI ED AMBIENTALI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,TALIANI Simona,F,TORINO,Psicologia,M-DEA/01,,"Culture, politica e società",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,TALLANDINI Maria Anna,F,TRIESTE,Psicologia,M-PSI/04,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,TALLONE Oria,F,BRESCIA,Economia,M-GGR/02,,STUDI SOCIALI,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato confermato,TAMANZA Giancarlo,M,Cattolica del Sacro Cuore,Scienze della Formazione,M-PSI/08,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Straordinario,TAMBELLI Renata,F,"ROMA ""La Sapienza""",Psicologia,M-PSI/07,,PSICOLOGIA DINAMICA E CLINICA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,TAMBURRINI Guglielmo,M,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,M-FIL/02,,SCIENZE FISICHE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,TAMIETTO Marco,M,TORINO,Psicologia,M-PSI/02,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Associato non confermato,TAMISARI Franca,F,"""Ca' Foscari"" VENEZIA",Lettere e Filosofia,M-DEA/01,,STUDI SULL'ASIA E SULL'AFRICA MEDITERRANEA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore,TAMMARO Anna Maria,F,PARMA,Lettere e Filosofia,M-STO/08,,INGEGNERIA DELL'INFORMAZIONE,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,TAMMARO Rosanna,F,SALERNO,Scienze della Formazione,M-PED/04,,"SCIENZE UMANE, FILOSOFICHE E DELLA FORMAZIONE/DISUFF",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ricercatore non confermato,TANCA Marcello,M,CAGLIARI,Lettere e Filosofia,M-GGR/01,,"STUDI STORICI, GEOGRAFICI E ARTISTICI",2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
Ordinario,TANI Franca,F,FIRENZE,Psicologia,M-PSI/04,,PSICOLOGIA,2008,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
