,Unnamed: 0,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
30159,30159,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ALLEGRI Davide,M,Politecnico di MILANO,,ICAR/12,08/C1,"ARCHITETTURA, INGEGNERIA DELLE COSTRUZIONI E AMBIENTE COSTRUITO",2024,08 - Ingegneria civile ed architettura
30160,30160,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ALONGI Francesco,M,PALERMO,,ICAR/02,08/A1,INGEGNERIA,2024,08 - Ingegneria civile ed architettura
30161,30161,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ALOTTA Gioacchino,M,Mediterranea di REGGIO CALABRIA,,ICAR/08,08/B2,"INGEGNERIA CIVILE, DELL'ENERGIA, DELL'AMBIENTE E DEI MATERIALI",2024,08 - Ingegneria civile ed architettura
30162,30162,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ALTADONNA Alessio,M,MESSINA,,ICAR/17,08/E1,INGEGNERIA,2024,08 - Ingegneria civile ed architettura
30163,30163,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ALTAMURA Paola,F,"ROMA ""La Sapienza""",,ICAR/12,08/C1,"PIANIFICAZIONE, DESIGN, TECNOLOGIA DELL'ARCHITETTURA",2024,08 - Ingegneria civile ed architettura
30164,30164,Associato,ALVISI Stefano,M,FERRARA,,ICAR/02,08/A1,Ingegneria,2024,08 - Ingegneria civile ed architettura
30165,30165,Associato confermato,AMARO Ottavio Salvatore,M,Mediterranea di REGGIO CALABRIA,,ICAR/14,08/D1,Architettura e Design,2024,08 - Ingegneria civile ed architettura
30166,30166,Associato,AMBROSINI Gustavo,M,Politecnico di TORINO,,ICAR/14,08/D1,ARCHITETTURA E DESIGN,2024,08 - Ingegneria civile ed architettura
30167,30167,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AMENTA Libera,F,Napoli Federico II,,ICAR/21,08/F1,ARCHITETTURA,2024,08 - Ingegneria civile ed architettura
30168,30168,Ordinario,AMIRANTE Roberta,F,Napoli Federico II,,ICAR/14,08/D1,Architettura,2024,08 - Ingegneria civile ed architettura
30169,30169,Associato,AMISTADI Lamberto,M,BOLOGNA,,ICAR/14,08/D1,Architettura,2024,08 - Ingegneria civile ed architettura
30170,30170,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AMMENDOLA Jacopo,M,Libera Università di BOLZANO,Design e Arti ,ICAR/13,08/C1,Non disponibile,2024,08 - Ingegneria civile ed architettura
30171,30171,Associato,AMORE Raffaele,M,Napoli Federico II,,ICAR/19,08/E2,Architettura,2024,08 - Ingegneria civile ed architettura
30172,30172,Ordinario,AMOROSI Angelo,M,"ROMA ""La Sapienza""",,ICAR/07,08/B1,Ingegneria strutturale e geotecnica,2024,08 - Ingegneria civile ed architettura
30173,30173,Associato,AMOROSO Sara,F,CHIETI-PESCARA,,ICAR/07,08/B1,Ingegneria e geologia,2024,08 - Ingegneria civile ed architettura
30174,30174,Associato,AMORUSO Giuseppe,M,Politecnico di MILANO,,ICAR/17,08/E1,Design,2024,08 - Ingegneria civile ed architettura
30175,30175,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AMORUSO Paola,F,"LUM ""Giuseppe Degennaro""",,ICAR/22,,DIPARTIMENTO DI INGEGNERIA,2024,08 - Ingegneria civile ed architettura
30176,30176,Associato,ANDREINI Laura,F,FIRENZE,,ICAR/14,08/D1,Architettura (DiDA),2024,08 - Ingegneria civile ed architettura
30177,30177,Ordinario,ANDREONI Giuseppe,M,Politecnico di MILANO,,ICAR/13,08/C1,Design,2024,08 - Ingegneria civile ed architettura
30178,30178,Ordinario,ANDREOTTOLA Gianni,M,TRENTO,,ICAR/03,08/A2,"Ingegneria Civile, Ambientale e Meccanica",2024,08 - Ingegneria civile ed architettura
30179,30179,Associato,ANDREUCCI Maria Beatrice,F,"ROMA ""La Sapienza""",,ICAR/12,08/C1,"Pianificazione, Design, Tecnologia dell'Architettura",2024,08 - Ingegneria civile ed architettura
30180,30180,Ricercatore a t.d. - t.pieno (L. 79/2022),ANELLI Debora,F,"ROMA ""La Sapienza""",,ICAR/22,08/A3,ARCHITETTURA E PROGETTO,2024,08 - Ingegneria civile ed architettura
30181,30181,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANGARI Roberta,F,"CAMPANIA - ""L. VANVITELLI""",,ICAR/13,08/C1,ARCHITETTURA E DISEGNO INDUSTRIALE,2024,08 - Ingegneria civile ed architettura
30182,30182,Ricercatore,ANGELI Paolo,M,UDINE,,ICAR/08,08/B2,Politecnico di Ingegneria e Architettura,2024,08 - Ingegneria civile ed architettura
30183,30183,Associato,ANGELICO Emanuele Walter,M,PALERMO,,ICAR/12,08/C1,Architettura (DARCH),2024,08 - Ingegneria civile ed architettura
30184,30184,Associato,ANGELUCCI Filippo,M,CHIETI-PESCARA,,ICAR/12,08/C1,Architettura,2024,08 - Ingegneria civile ed architettura
30185,30185,Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),ANGELUCCI Giulia,F,"ROMA ""La Sapienza""",,ICAR/09,08/B3,INGEGNERIA STRUTTURALE E GEOTECNICA,2024,08 - Ingegneria civile ed architettura
30186,30186,Associato,ANGI Barbara,F,BRESCIA,,ICAR/14,08/D1,"INGEGNERIA CIVILE, ARCHITETTURA, TERRITORIO, AMBIENTE E  DI MATEMATICA",2024,08 - Ingegneria civile ed architettura
30187,30187,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANGIOLILLI Michele,M,Gran Sasso Science Institute,,ICAR/09,08/B3,Non disponibile,2024,08 - Ingegneria civile ed architettura
30188,30188,Ordinario,ANGRILLI Massimo,M,CHIETI-PESCARA,,ICAR/21,08/F1,Architettura,2024,08 - Ingegneria civile ed architettura
30189,30189,Associato,ANGRISANO Antonio,M,MESSINA,,ICAR/06,08/A4,Ingegneria,2024,08 - Ingegneria civile ed architettura
30190,30190,Ricercatore a t.d. - t.defin. (L. 79/2022),ANGRISANO Mariarosaria,F,Univ. Telematica PEGASO,Ingegneria e informatica ,ICAR/22,08/A3,INGEGNERIA,2024,08 - Ingegneria civile ed architettura
30191,30191,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANIS Summair,M,GENOVA,,ICAR/05,08/A3,"INGEGNERIA MECCANICA,ENERGETICA,GESTIONALE E DEI TRASPORTI  (DIME)",2024,08 - Ingegneria civile ed architettura
30192,30192,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANNESE Mariella,F,Politecnico di BARI,,ICAR/21,08/F1,"DIPARTIMENTO DI ARCHITETTURA, COSTRUZIONE E DESIGN",2024,08 - Ingegneria civile ed architettura
30193,30193,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANNIS Antonio,M,PADOVA,,ICAR/02,08/A1,"INGEGNERIA CIVILE, EDILE E AMBIENTALE - ICEA",2024,08 - Ingegneria civile ed architettura
30194,30194,Associato,ANSELMI Laura,F,Politecnico di MILANO,,ICAR/13,08/C1,Design,2024,08 - Ingegneria civile ed architettura
30195,30195,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANTINOZZI Sara,F,SALERNO,,ICAR/17,08/E1,INGEGNERIA CIVILE,2024,08 - Ingegneria civile ed architettura
30196,30196,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANTISTA Armando,M,PALERMO,,ICAR/18,08/E2,ARCHITETTURA (DARCH),2024,08 - Ingegneria civile ed architettura
30197,30197,Associato,ANTONACI Paola,F,Politecnico di TORINO,,ICAR/08,08/B2,"INGEGNERIA STRUTTURALE, EDILE E GEOTECNICA",2024,08 - Ingegneria civile ed architettura
30198,30198,Associato,ANTONELLI Manuela,F,Politecnico di MILANO,,ICAR/03,08/A2,Ingegneria Civile e Ambientale,2024,08 - Ingegneria civile ed architettura
30199,30199,Ordinario,ANTONINI Ernesto,M,BOLOGNA,,ICAR/12,08/C1,Architettura,2024,08 - Ingegneria civile ed architettura
30200,30200,Associato,ANTONUCCI Micaela,F,BOLOGNA,,ICAR/18,08/E2,Architettura,2024,08 - Ingegneria civile ed architettura
30201,30201,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANTUONO Giuseppe,M,Napoli Federico II,,ICAR/17,08/E1,"INGEGNERIA CIVILE, EDILE E AMBIENTALE",2024,08 - Ingegneria civile ed architettura
30202,30202,Associato confermato,ANZANI Anna,F,Politecnico di MILANO,,ICAR/16,08/D1,Design,2024,08 - Ingegneria civile ed architettura
30203,30203,Ricercatore,ANZANI Giovanni,M,FIRENZE,,ICAR/17,08/E1,Architettura (DiDA),2024,08 - Ingegneria civile ed architettura
30204,30204,Ordinario,APOLLONIO Fabrizio Ivan,M,BOLOGNA,,ICAR/17,08/E1,Architettura,2024,08 - Ingegneria civile ed architettura
30205,30205,Associato,APRILE Alessandra,F,FERRARA,,ICAR/09,08/B3,Ingegneria,2024,08 - Ingegneria civile ed architettura
30206,30206,Ordinario,ARAVENA MORI Alejandro Gaston,M,Politecnico di MILANO,,ICAR/14,08/D1,Architettura e Studi Urbani,2024,08 - Ingegneria civile ed architettura
30207,30207,Ordinario,ARBIZZANI Eugenio,M,"ROMA ""La Sapienza""",,ICAR/12,08/C1,Architettura e Progetto,2024,08 - Ingegneria civile ed architettura
30208,30208,Ordinario,ARCHETTI Renata,F,BOLOGNA,,ICAR/01,08/A1,"Ingegneria Civile, Chimica, Ambientale e dei Materiali",2024,08 - Ingegneria civile ed architettura
30209,30209,Ordinario,ARCIDIACONO Andrea,M,Politecnico di MILANO,,ICAR/21,08/F1,Architettura e Studi Urbani,2024,08 - Ingegneria civile ed architettura
30210,30210,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ARCO Emere,F,Politecnico di TORINO,,ICAR/06,08/A4,"INTERATENEO DI SCIENZE, PROGETTO E POLITICHE DEL TERRITORIO",2024,08 - Ingegneria civile ed architettura
30211,30211,Associato,ARDITO Raffaele,M,Politecnico di MILANO,,ICAR/08,08/B2,Ingegneria Civile e Ambientale,2024,08 - Ingegneria civile ed architettura
30212,30212,Ordinario,ARDITO Vitangelo,M,Politecnico di BARI,,ICAR/12,08/C1,"Dipartimento di Architettura, Costruzione e Design",2024,08 - Ingegneria civile ed architettura
30213,30213,Associato,ARENA Adriana,F,MESSINA,,ICAR/17,08/E1,Ingegneria,2024,08 - Ingegneria civile ed architettura
30214,30214,Associato,ARENA Andrea,M,"ROMA ""La Sapienza""",,ICAR/08,08/B2,Ingegneria strutturale e geotecnica,2024,08 - Ingegneria civile ed architettura
30215,30215,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ARENA Antonia,F,Napoli Federico II,,ICAR/20,08/F1,ARCHITETTURA,2024,08 - Ingegneria civile ed architettura
30216,30216,Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),ARENA Claudio,M,PALERMO,,ICAR/02,08/A1,INGEGNERIA,2024,08 - Ingegneria civile ed architettura
30217,30217,Ordinario,ARENA Felice Marco Maria,M,Mediterranea di REGGIO CALABRIA,,ICAR/02,08/A1,"Ingegneria Civile, dell'Energia, dell'Ambiente e dei Materiali",2024,08 - Ingegneria civile ed architettura
30218,30218,Associato,ARENA Marina Adriana,F,MESSINA,,ICAR/20,08/F1,Ingegneria,2024,08 - Ingegneria civile ed architettura
30219,30219,Associato,ARENA Marinella,F,Mediterranea di REGGIO CALABRIA,,ICAR/17,08/E1,Architettura e Design,2024,08 - Ingegneria civile ed architettura
30220,30220,Associato,ARENGHI Alberto,M,BRESCIA,,ICAR/10,08/C1,"INGEGNERIA CIVILE, ARCHITETTURA, TERRITORIO, AMBIENTE E  DI MATEMATICA",2024,08 - Ingegneria civile ed architettura
30221,30221,Ordinario,ARGENTI Maria,F,"ROMA ""La Sapienza""",,ICAR/14,08/D1,"Ingegneria civile, edile e ambientale",2024,08 - Ingegneria civile ed architettura
30222,30222,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ARGENZIANO Mario,M,PALERMO,,ICAR/08,08/B2,INGEGNERIA,2024,08 - Ingegneria civile ed architettura
30223,30223,Associato,ARGENZIANO Pasquale,M,"CAMPANIA - ""L. VANVITELLI""",,ICAR/17,08/E1,ARCHITETTURA E DISEGNO INDUSTRIALE,2024,08 - Ingegneria civile ed architettura
30224,30224,Associato,ARICO Costanza,F,PALERMO,,ICAR/01,08/A1,Ingegneria,2024,08 - Ingegneria civile ed architettura
30225,30225,Associato,ARISTODEMO Francesco,M,della CALABRIA,,ICAR/02,08/A1,Ingegneria Civile - DInCi,2024,08 - Ingegneria civile ed architettura
30226,30226,Associato,ARMANDO Alessandro,M,Politecnico di TORINO,,ICAR/14,08/D1,ARCHITETTURA E DESIGN,2024,08 - Ingegneria civile ed architettura
30227,30227,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ARMATO Francesco,M,Mediterranea di REGGIO CALABRIA,,ICAR/13,08/C1,ARCHITETTURA E TERRITORIO,2024,08 - Ingegneria civile ed architettura
30228,30228,Ordinario,ARMENIO Vincenzo,M,TRIESTE,,ICAR/01,08/A1,Ingegneria e Architettura,2024,08 - Ingegneria civile ed architettura
30229,30229,Associato,ARNONE Elisa,F,UDINE,,ICAR/02,08/A1,Politecnico di Ingegneria e Architettura,2024,08 - Ingegneria civile ed architettura
30230,30230,Ordinario,ARONICA Giuseppe Tito,M,MESSINA,,ICAR/02,08/A1,Ingegneria,2024,08 - Ingegneria civile ed architettura
30231,30231,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AROSIO Marcello,M,I.U.S.S. - PAVIA,,ICAR/02,08/A1,"SCIENZE, TECNOLOGIE E SOCIET�",2024,08 - Ingegneria civile ed architettura
30232,30232,Associato,ARQUILLA Venanzio,M,Politecnico di MILANO,,ICAR/13,08/C1,Design,2024,08 - Ingegneria civile ed architettura
30233,30233,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ARRIGHI Chiara,F,FIRENZE,,ICAR/02,08/A1,INGEGNERIA CIVILE E AMBIENTALE (DICEA),2024,08 - Ingegneria civile ed architettura
30234,30234,Ordinario,ARRIGONI Fabrizio Franco Vittorio,M,FIRENZE,,ICAR/14,08/D1,Architettura (DiDA),2024,08 - Ingegneria civile ed architettura
30235,30235,Associato,ARTIOLI Edoardo,M,MODENA e REGGIO EMILIA,,ICAR/08,08/B2,Ingegneria 'Enzo Ferrari',2024,08 - Ingegneria civile ed architettura
30236,30236,Associato,ASCIONE Francesco,M,SALERNO,,ICAR/08,08/B2,Ingegneria Civile,2024,08 - Ingegneria civile ed architettura
30237,30237,Associato,ASCIONE Paola,F,Napoli Federico II,,ICAR/12,08/C1,Architettura,2024,08 - Ingegneria civile ed architettura
30238,30238,Associato,ASCIUTTI Michele,M,"ROMA ""La Sapienza""",,ICAR/19,08/E2,"Storia, disegno e restauro dell'architettura",2024,08 - Ingegneria civile ed architettura
30239,30239,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASCOLESE Marianna,F,Napoli Federico II,,ICAR/14,08/D1,ARCHITETTURA,2024,08 - Ingegneria civile ed architettura
30240,30240,Ordinario,ASPRONE Domenico,M,Napoli Federico II,,ICAR/09,08/B3,Strutture per l'Ingegneria e l'Architettura,2024,08 - Ingegneria civile ed architettura
30241,30241,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ASSUMMA Vanessa,F,BOLOGNA,,ICAR/22,08/A3,ARCHITETTURA,2024,08 - Ingegneria civile ed architettura
30242,30242,Associato confermato,ASTARITA Vittorio,M,della CALABRIA,,ICAR/05,08/A3,Ingegneria Civile - DInCi,2024,08 - Ingegneria civile ed architettura
30243,30243,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASUNIS Fabiano,M,CAGLIARI,,ICAR/03,08/A2,"INGEGNERIA CIVILE, AMBIENTALE E ARCHITETTURA",2024,08 - Ingegneria civile ed architettura
30244,30244,Associato,ATERINI Barbara,F,FIRENZE,,ICAR/17,08/E1,Architettura (DiDA),2024,08 - Ingegneria civile ed architettura
30245,30245,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ATTA Nazly,F,Politecnico di MILANO,,ICAR/12,08/C1,"ARCHITETTURA, INGEGNERIA DELLE COSTRUZIONI E AMBIENTE COSTRUITO",2024,08 - Ingegneria civile ed architettura
30246,30246,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ATTADEMO Anna,F,Napoli Federico II,,ICAR/21,08/F1,ARCHITETTURA,2024,08 - Ingegneria civile ed architettura
30247,30247,Associato,ATTAIANESE Erminia,F,Napoli Federico II,,ICAR/12,08/C1,Architettura,2024,08 - Ingegneria civile ed architettura
30248,30248,Associato,ATTENNI Martina,F,CAMERINO,,ICAR/17,08/E1,SCUOLA DI ARCHITETTURA E DESIGN,2024,08 - Ingegneria civile ed architettura
30249,30249,Associato,ATTILI Giovanni,M,"ROMA ""La Sapienza""",,ICAR/20,08/F1,"Ingegneria civile, edile e ambientale",2024,08 - Ingegneria civile ed architettura
30250,30250,Ordinario,ATZENI Carlo,M,CAGLIARI,,ICAR/10,08/C1,"Ingegneria Civile, Ambientale e Architettura",2024,08 - Ingegneria civile ed architettura
30251,30251,Ricercatore,AUCIELLO Nicola Maria,M,BASILICATA,,ICAR/08,08/B2,Ingegneria,2024,08 - Ingegneria civile ed architettura
30252,30252,Associato,AUGELLI Francesco,M,Politecnico di MILANO,,ICAR/19,08/E2,Architettura e Studi Urbani,2024,08 - Ingegneria civile ed architettura
30253,30253,Ricercatore,AUGERI Maria,F,"ROMA ""Tor Vergata""",,ICAR/04,08/A3,"Ingegneria dell'Impresa ""Mario Lucertini""",2024,08 - Ingegneria civile ed architettura
30254,30254,Associato,AURELI Francesca,F,PARMA,,ICAR/02,08/A1,Ingegneria e Architettura,2024,08 - Ingegneria civile ed architettura
30255,30255,Ordinario,AURICCHIO Ferdinando,M,PAVIA,,ICAR/08,08/B2,INGEGNERIA CIVILE E ARCHITETTURA,2024,08 - Ingegneria civile ed architettura
30256,30256,Associato,AURICCHIO Valentina,F,Politecnico di MILANO,,ICAR/13,08/C1,Design,2024,08 - Ingegneria civile ed architettura
30257,30257,Ordinario,AUSIELLO Gigliola,F,Napoli Federico II,,ICAR/10,08/C1,"Ingegneria Civile, Edile e Ambientale",2024,08 - Ingegneria civile ed architettura
30258,30258,Associato,AUSILIO Ernesto,M,della CALABRIA,,ICAR/07,08/B1,Ingegneria Civile - DInCi,2024,08 - Ingegneria civile ed architettura
30259,30259,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AUTELITANO Federico,M,PARMA,,ICAR/04,08/A3,INGEGNERIA E ARCHITETTURA,2024,08 - Ingegneria civile ed architettura
30260,30260,Associato,AVELLA Alessandra,F,"CAMPANIA - ""L. VANVITELLI""",,ICAR/17,08/E1,ARCHITETTURA E DISEGNO INDUSTRIALE,2024,08 - Ingegneria civile ed architettura
30261,30261,Associato,AVELLA Fabrizio,M,PALERMO,,ICAR/17,08/E1,Architettura (DARCH),2024,08 - Ingegneria civile ed architettura
30262,30262,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AVERNA Marta,F,Politecnico di MILANO,,ICAR/16,08/D1,ARCHITETTURA E STUDI URBANI,2024,08 - Ingegneria civile ed architettura
30263,30263,Ordinario,AVERSA Stefano,M,"""Parthenope"" di NAPOLI",,ICAR/07,08/B1,INGEGNERIA,2024,08 - Ingegneria civile ed architettura
30264,30264,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AVESANI Diego,M,TRENTO,,ICAR/02,08/A1,"INGEGNERIA CIVILE, AMBIENTALE E MECCANICA",2024,08 - Ingegneria civile ed architettura
30265,30265,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AVETA Claudia,F,PISA,,ICAR/19,08/E2,"INGEGNERIA DELL'ENERGIA, DEI SISTEMI, DEL TERRITORIO E DELLE COSTRUZIONI",2024,08 - Ingegneria civile ed architettura
30266,30266,Associato,AVOSSA Alberto Maria,M,"CAMPANIA - ""L. VANVITELLI""",,ICAR/09,08/B3,INGEGNERIA,2024,08 - Ingegneria civile ed architettura
30267,30267,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AYALA GARCIA Camilo,M,Libera Università di BOLZANO,Design e Arti ,ICAR/13,08/C1,Non disponibile,2024,08 - Ingegneria civile ed architettura
30268,30268,Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),AZZALIN Maria,F,Mediterranea di REGGIO CALABRIA,,ICAR/12,08/C1,ARCHITETTURA E TERRITORIO,2024,08 - Ingegneria civile ed architettura
30269,30269,Associato,AZZARO Bartolomeo,M,"ROMA ""La Sapienza""",,ICAR/18,08/E2,"Storia, disegno e restauro dell'architettura",2024,08 - Ingegneria civile ed architettura
30270,30270,Associato,AZZELLINO Arianna,F,Politecnico di MILANO,,ICAR/03,08/A2,Ingegneria Civile e Ambientale,2024,08 - Ingegneria civile ed architettura
30271,30271,Associato,BABALIS Dimitra,F,FIRENZE,,ICAR/21,08/F1,Ingegneria Civile e Ambientale (DICEA),2024,08 - Ingegneria civile ed architettura
30272,30272,Associato,BABILIO Enrico,M,Napoli Federico II,,ICAR/08,08/B2,Strutture per l'Ingegneria e l'Architettura,2024,08 - Ingegneria civile ed architettura
30273,30273,Ordinario,BACIGALUPO Andrea,M,GENOVA,,ICAR/08,08/B2,"Ingegneria civile,chimica e ambientale  (DICCA)",2024,08 - Ingegneria civile ed architettura
30274,30274,Ordinario,BACIOCCHI Renato,M,"ROMA ""Tor Vergata""",,ICAR/03,08/A2,Ingegneria Civile e Ingegneria Informatica,2024,08 - Ingegneria civile ed architettura
30275,30275,Ordinario,BADALUCCO Laura,F,Università IUAV di VENEZIA,,ICAR/13,08/C1,Culture del progetto,2024,08 - Ingegneria civile ed architettura
30276,30276,Ordinario,"BADAMI Angela, Alessandra",F,PALERMO,,ICAR/21,08/F1,Architettura (DARCH),2024,08 - Ingegneria civile ed architettura
30277,30277,Associato,BADAS Maria Grazia,F,CAGLIARI,,ICAR/01,08/A1,"Ingegneria Civile, Ambientale e Architettura",2024,08 - Ingegneria civile ed architettura
30278,30278,Associato,BADIANI Barbara,F,BRESCIA,,ICAR/20,08/F1,"INGEGNERIA CIVILE, ARCHITETTURA, TERRITORIO, AMBIENTE E  DI MATEMATICA",2024,08 - Ingegneria civile ed architettura
30279,30279,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BAGAINI Annamaria,F,Bocconi MILANO,Economia ,ICAR/21,08/F1,SCIENZE SOCIALI E POLITICHE,2024,08 - Ingegneria civile ed architettura
30280,30280,Ordinario,BAGLIERI Orazio,M,Politecnico di TORINO,,ICAR/04,08/A3,"INGEGNERIA DELL'AMBIENTE, DEL TERRITORIO E DELLE INFRASTRUTTURE",2024,08 - Ingegneria civile ed architettura
30281,30281,Associato,BAGLIONE Chiara,F,Politecnico di MILANO,,ICAR/18,08/E2,"Architettura, Ingegneria delle costruzioni e Ambiente Costruito",2024,08 - Ingegneria civile ed architettura
30282,30282,Associato,BAGLIONI Leonardo,M,"ROMA ""La Sapienza""",,ICAR/17,08/E1,"Storia, disegno e restauro dell'architettura",2024,08 - Ingegneria civile ed architettura
30283,30283,Associato confermato,BAGNATO Francesco,M,Mediterranea di REGGIO CALABRIA,,ICAR/12,08/C1,Architettura e Design,2024,08 - Ingegneria civile ed architettura
30284,30284,Associato,BAGNATO Vincenzo Paolo,M,Politecnico di BARI,,ICAR/13,08/C1,"Dipartimento di Architettura, Costruzione e Design",2024,08 - Ingegneria civile ed architettura
30285,30285,Associato,BAGNOLO Vincenzo,M,CAGLIARI,,ICAR/17,08/E1,"Ingegneria Civile, Ambientale e Architettura",2024,08 - Ingegneria civile ed architettura
30286,30286,Associato,BAIANI Serena,F,"ROMA ""La Sapienza""",,ICAR/12,08/C1,"Pianificazione, Design, Tecnologia dell'Architettura",2024,08 - Ingegneria civile ed architettura
30287,30287,Associato,BAIOCCHI Valerio,M,"ROMA ""La Sapienza""",,ICAR/06,08/A4,"Ingegneria civile, edile e ambientale",2024,08 - Ingegneria civile ed architettura
30288,30288,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BAIOCCO Ruben,M,MILANO,,ICAR/21,08/F1,BENI CULTURALI E AMBIENTALI,2024,08 - Ingegneria civile ed architettura
30289,30289,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BAIONI Mauro,M,ROMA TRE,,ICAR/21,08/F1,ARCHITETTURA,2024,08 - Ingegneria civile ed architettura
30290,30290,Associato,BALACCO Gabriella,F,Politecnico di BARI,,ICAR/02,08/A1,"Dipartimento di Ingegneria Civile, Ambientale, del Territorio, Edile e di Chimica",2024,08 - Ingegneria civile ed architettura
30291,30291,Associato,BALBONI Veronica,F,FERRARA,,ICAR/19,08/E2,Architettura,2024,08 - Ingegneria civile ed architettura
30292,30292,Associato,BALDASSINO Nadia,F,TRENTO,,ICAR/09,08/B3,"Ingegneria Civile, Ambientale e Meccanica",2024,08 - Ingegneria civile ed architettura
30293,30293,Ordinario,BALDO Nicola,M,UDINE,,ICAR/04,08/A3,Politecnico di Ingegneria e Architettura,2024,08 - Ingegneria civile ed architettura
30294,30294,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BALDUCCI Fabio,M,"ROMA ""La Sapienza""",,ICAR/14,08/D1,ARCHITETTURA E PROGETTO,2024,08 - Ingegneria civile ed architettura
