Project Number,Acronym,Researcher(s),Ateneo,Numero di organizzazioni,Grant Type,year,EU contribution
670792,nEU-Med,Richard Hodges,SIENA,1,Advanced Grants,2014,2500000.0
670436,SIR,Aldo Schiavone,"ROMA ""La Sapienza""",1,Advanced Grants,2014,2025000.0
341102,REDHIS,Dario Giuseppe Mantovani,PAVIA,1,Advanced Grants,2013,1396980.0
313737,SWAB,Alice Bellagamba,MILANO-BICOCCA,1,Starting Grants,2012,935100.0
283802,EINITE,Guido Alfani,Bocconi MILANO,1,Starting Grants,2011,995400.0
249394,EBLA CHORA,Paolo Matthiae,"ROMA ""La Sapienza""",1,Advanced Grants,2009,1105240.0
101164071,UNITES,Stefano Moret,Politecnico di MILANO,1,Starting Grants,2024,1499347.1
101170509,BELIEFS,Emanuele Campiglio,BOLOGNA,1,Consolidator Grants,2024,1999391.0
101170187,EnactDECOM,Mara Ferreri,Politecnico di TORINO,1,Consolidator Grants,2024,1959768.0
101170376,HARSH,Elisabetta De Cao,BOLOGNA,1,Consolidator Grants,2024,1992656.0
101169652,SOS-GVC,Jacopo Canello,PARMA,1,Consolidator Grants,2024,1248100.0
101117427,FIND,Francesco Lamperti,Scuola Superiore Sant'Anna,1,Starting Grants,2023,1499825.0
101076495,FIREPOL,Lorenza Belinda Fontana,TORINO,1,Starting Grants,2022,1499993.84
101077533,Frailife,Nicoletta Balbo,Bocconi MILANO,1,Starting Grants,2022,1401938.0
101089107,GREEN TIPPING,Alessandro Tavoni,BOLOGNA,1,Consolidator Grants,2022,1758084.0
101044703,EUNICE,Massimo Tavoni,Politecnico di MILANO,1,Consolidator Grants,2021,1995000.0
101045534,PRA,David Stuckler,Bocconi MILANO,1,Consolidator Grants,2021,1880430.0
101053836,SOLROUTES,Luca Queirolo Palmas,GENOVA,1,Advanced Grants,2021,2498653.75
101054428,TheGAME,Claudio Minca,BOLOGNA,1,Advanced Grants,2021,2473760.0
